question1,question2,is_duplicate
날씨 건조한 거 같애,오늘 좀 건조한 거 같애,1
짝녀가 있었는데 못 잊겠어.,짝녀가 있었는데 못 잊겠어.,1
며칠 전에 다시 만났는데,얼마전 재회했는데,1
아직 장난인 것 같아,장난스러운 사이,1
오늘도 짝사랑하는 남자 땜에 우울해요.,짝사랑하는 남자 땜에 우울해요.,1
진짜 이건 뭐.,진짜 정신병 걸릴꺼 같은데,0
남자들에게 말 못하는 여자들의 이별 세가지.,남자의심리 모르겠어,0
숏컷트 어울릴까?,숏컷 해볼까?,1
미치겠네,미치겠어,1
참다 참다 결국 마지막으로 문자보냈어,처음 느끼는 감정,0
나보다 친구들을 더 좋아하는 여친.,나이를 먹을수록 새로운 사람 만나는게 두려워.,0
결국 연락을 해버렸네.,결국 이렇게 될 꺼면서.,0
어떤 여자가 나한테 끼 부려,어떤 여자가 나한테 끼 부려,1
부모님 반대 설득하고 싶어,부모님 반대하시는데 결혼 하고 싶어,1
변하지 않는 사람도 있겠지?,변하지 않는 사람도 있겠지?,1
해외여행 가고 싶어.,해외여행가면 좋겠지,1
일요일에 데이트 해야지!,주말에 데이트 해야지!,1
내가 뭘 잘못했을까,내 잘못이 뭔지 모르겠어,1
어제 그녀를 또 보았어.,어제 연락 왔는데 또 상처줘서 또 헤어졌어ㅠ,0
여자가 먼저 키스하면 가벼워 보일까?,여자가 먼저 키스하면 가벼워 보일까?,1
탄생의 이유 알아?,나는 왜 태어났을까,1
나 오늘 상 받았지롱,오늘 상 받았다,1
신혼여행 어디로 갈까?,신혼여행 어디로 갈까?,1
사랑하는사람,사진을 못지우겠네,0
심술나,갑자기 나쁜 생각이 막 들더라,1
호텔에서 소개팅하기로했어,호텔 로비에서 소개팅하기로했어,1
발렌타인데이에 고백할까요?,이번 발렌타인데이에 고백할까요?,1
B형 남자랑 썸 탐.,B형 남자랑 썸을 타게 됨,1
차 살거야,차 사야 할 거 같은데,1
헤어진지 한달이 되어가네.,헤어진지 25일째,0
책만 보면 졸려,책만 펴만 잠와,1
그렇게 할래,그래 그러자,1
자꾸 자다 깨,자다 깨다 해,1
남자친구가 카톡 답장이 너무 느려.,남자친구가 카톡 답장이 너무 느리게 와.,1
지하철에 자리가 없어,오늘 유난히 지하철에 자리가 없어,1
이렇게 또 혼자 좋아하고 이별하고.,혼자 좋아하고 이별하고.,1
행운을 빌어줘,나한테 행운 좀 왔으면 좋겠어,1
직장이 맘에 든적이 없는 거 같애,직장운 없는 거 같애,1
썸타다가 갑자기 연락이 없어,썸타다가 갑자기 연락이 없어,1
먹고 자도 놀기만 해도 될까,먹고 자도 되나,1
프로필 사진 바꿀까,프사 좀 바꿔볼까,1
주말에 놀꺼 추천,주말에 뭐 하고 놀까?,1
3년연애이별,3년이란 오랜기간 연애를 하다보니 권태기가 찾아오네,0
연애 초보다 연락을 너무 안해,연애는 진짜 좋아하는 사람이랑 해야해.,0
지금 사귀고 있는 사람이랑 결혼하고 싶어,지금 사귀고 있는 사람이랑 결혼하고 싶어,1
친구한테 자꾸 쌓인다,친구한테 쌓인 게 안 풀려,1
너에게 쓴다,너한테 이글 안 보여 줄거다 .,0
죽구싶네요,죽을만큼 보고싶다.,0
날씨 죽인다,오늘 날씨 죽인다,1
모든걸 다 주니깐 떠난 그 여자,모처럼 생각나서,0
주말인데 연락해볼까?,주말인데 연락해볼까?,1
사랑하면서 외로워,사랑하면서 외로워,1
원두커피 갈아서 마시려고,원두 갈았어,1
자꾸 거짓말 하게 되네,거짓말이 거짓말을 낳아,1
드디어 데이트인데 뭐하지,첫 데이트에 뭐하지,1
사랑은 영원해?,사랑은 영원하지 않지,0
우리반 여자애가 나 좋아하는 거 너무 티냄.,우리반 여자애가 나 좋아하는 거 너무 티냄.,1
사랑과 우정 사이,사랑과 우정 사이에 우리들,1
운동 오지게 했어.,운동을 너무 열심히 했어,1
이런게 후폭풍인가.,이럴경우 연락안오겠죠?,0
이번에는 생리통 너무 아파,생리통 너무 심해,1
칭찬 좀 해봐,나 좀 칭찬해줘,1
좋아하는 여선배가 있는데 말할 수도 없고 어떡함.,좋아하는 애한테 선펨했는데 답장을 안해.,0
시골 내려가서 살까,시골에서 사는 거 어떨까?,1
썸인데 어디 가는게 좋음?,썸인데 어디 가는게 좋음?,1
좋아하는 오빠가 날 어리게만 봐.,좋아하는 오빠가 날 어리게만 봐.,1
항상 나중에 후회해,항상 뒤늦게 후회해,1
내일 발표 나는데 떨려,내일 발표인데 떨려,1
언제쯤이면 여기를 잊을 수 있을까?,언젠간 모두 잊고,0
출퇴근 시간 너무 오래 걸려.,출퇴근 시간이 좀 줄어들었으면 좋겠다,1
이별준비 하려고,이별하고 욕했어,0
모든 걸 다 주니까 떠난다는 그 남자,다 해주니까 떠난다는 그 남자,1
헤어진지 10일째,헤어진지 1년 카톡해도 될까?,0
마지막으로 얼굴보고 정리하려했는데 그게 안돼.,마지막입니다.,0
셀프웨딩이 유행이래,속이 후련하네,0
짝녀가 운동을 한다는데 같이 하고싶어,짝녀가 운동을 한다는데 같이 하고싶어,1
연락 안오면 어쩌나 걱정되네,연락 안오면 걱정돼,1
아침에 일어나면 물 한 잔 마시기,물 한 잔 마시기,1
어른이 된다는 건 뭘까,어른이 된다는 것,1
자꾸 비비꼬는데,비꼬는 사람,1
막말 쩔어,막말 좀 안 했으면 좋겠다,1
끝이 났네,끝인가?,1
이제 먹는 것도 귀찮아,먹기도 귀찮아,1
나 왜케 못 생겼지,나 너무 못 생겼어,1
좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,1
나 정말 무뎌지고있나봐,나는 괜찮다!!,0
찜질방 같이 가면 화장 지워야 할까,찜질방 가면 쌩얼 보여줘야 되나,1
여자한테 언제 설레?,여자한테 언제 설레?,1
헤어지자,헤어지자고 말할까,1
꿈이 이루어질까?,꿈이 현실이었으면,1
남자친구가 잘생겨서 인기가 거의 아이돌급이야,남자친구가 인기가 거의 아이돌급이야,1
이별을 해야하나봐,이별의 아픔에서 벋어나는 방법,0
샤워가운 있으니까 좋다,샤워가운 완전 유용해,1
군인입니다 환승이별.,권태기 이기적인 거 알지만,0
비오는날 뭐해?,비오는날 뭐할까?,1
때려 치고 싶다,다 때려 치우고 싶어,1
썸 타는 여자가 있는데,회식하는데 나만 챙겨줘. 썸임?,0
썸 왜 끝났지,썸 왜 끝났지,1
정말 구제불능에 멍청이 인가봐,정말 너무 힘들어.,0
이별한지 3일째,차인후 3주,1
로맨틱한 고백,로맨틱한 고백,1
허기져,배고픈 거 같아,1
그렇게 오래 살았는데도 이해를 못하겠어,오랜 시간을 함께해도 이해하지 못하겠어,1
내가 좋아하는 사람이 날 좋아했으면 좋겠어.,내가 좋아하는 사람이 날 좋아했으면 좋겠어.,1
이러다 또 흐지부지하고 말겠지,항상 흐지부지야,1
살찐 거 같아,또 살찐 거 같아,1
수염 기르고 싶다,수염 길러볼까,1
자기 쓰레기 맞다고 잊고 살아가래,자꾸 보고싶어,0
혼자 사는 거도 괜찮을 것 같아,혼자 사는 거도 나쁘지 않은 듯,1
아마 평생 모르겠지.,내마음 평생 모르겠지.,1
짝남이 자취한다는데 필요한 거 사다주면 좋아할까?,짝남이 자취한다는데 필요한 거 사다주면 좋아할까?,1
자꾸 졸게 되네,자신만만하던게 엊그젠데 이젠 힘들어,0
썸남 인스타 좋아요 눌러버렸어.,썸남 인스타 좋아요 눌러버렸어.,1
이별준비,이별통보를 받았습니다,0
사랑 별거 없네,사랑 참 별거 없네,1
만난지 100일,만난지 100일됐어,1
머리 좀 다듬을까,머리 다듬어 달라고 그럴까?,1
연애 중에 카톡 프사 연인으로 해? 기본으로 하면 어때?,카톡 프사 사진 맘에 안드네,0
머리가 좀 아프다.,머리 아픈 거 같애,1
그 사람이 참 그리워,그냥 가슴이 아프네,0
내 마음을 나도 모르겠어,아 어떻게 해,0
기침도 못하겠어,기침도 편하게 못해,1
기다리는게 힘든거네,기대하지 마라.,0
전 여자친구의 새 남자친구.,전 여친이 페북 연애중 띄웠었다네,0
지금 나한테 장난친거,나 갖고 장난친건가,1
난 안돼 난 못 받아들여 제발,날 보는걸 벌레 보듯하던 니 시선,0
관계가 계속 애매하다.,애매한 관계,1
드디어 차단을 했습니다,따지고 싶은데 참아야겠죠?,0
썸남이랑 영화 뭐 보지,영화 뭐 보지,1
이거 좋아하는 거 맞나?,좋아하는 거 맞나?,1
짝남 줄건데 센스있는 선물 추천해주세요.,짝남 줄건데 센스있는 선물 추천해주세요.,1
무슨 말을 해야할까,내가 다른 무슨 말을 하겠어,1
남편과 별거한지 3달 되었네,내 마음과 머리가 이해가 안가네,0
번호를 알아내서 연락하면 소름돋을까?,벌써 저를 세번째 떠나갔네,0
커피가 너무 진해,커피가 너무 써,1
돈 좀 모아야 할텐데,돈 모으고 싶어,1
좋아하는 거랑 사랑하는게 다른 거야?,좋아하는 남자애 생겼는데 완전 설레.,0
혼인신고 하러 왔어,혼인신고 하러 왔어,1
임신 했어 축해해주세요,아기 생겼어 축하해줘,1
나 어장인듯,어장 관리하는 것같아,1
최근에 헤어진 짝녀한테 연락하면 내 연락을 받아줄까?,최근에 헤어진 짝남한테 지금 연락하기는 너무 이를까?,1
책 팔 수 있는 곳 알려줘?,책 어디다 팔아?,1
적금 들어야 하나,적금 들까,1
나 같이 향기로 좋아하게 되는 사람도 있나?,나 사랑하긴 했니?,0
3박4일 정도 놀러가고 싶다,3박4일 놀러가고 싶다,1
비오면 마중 나와 주는 사람 있어서 좋다,우산을 들고 기다려 준데,1
술 고프다,술 땡겨,1
저주스럽다 모든게 다,전 여자친구 부친상 다녀왔어,0
휴대폰 충전기도 까먹었다,베터리 충전기도 안 가져 왔네,1
믿지 말껄,믿는 게 아니었어,1
논문 쓰기 힘들다,논문이 잘 안 써져.,1
청강이라도 해야겠다.,청강하려고,1
처음엔 좋았는데,처음에는 좋았는데 점점 별로,1
왠지 담담하네,외로워,0
양배추즙 최악,양배추즙 맛없어,1
나 이상한가,사람들이 나 이상하대,1
허허 맴찢.,헤어져야 하는걸 아는데 그사람을 보낼 수가 없네,0
눈이 계속 뻑뻑해,눈이 뻑뻑해,1
그사람 이상형 궁금해,그 사람 이상형은 뭘까,1
친척들 만나는 거 불편해,친척 대하는 거 불편해,1
이제는 정리가 된 거 일까?,이제서야.,0
맨날 똑같애,항상 똑같애,1
집들이 선물 뭐가 좋아,집들이 선물 뭐 사갈까,1
위층 소음 괴롭다.,징글징글한 층간소음,1
저녁 준비 해놔야지,저녁해야 되는데.,1
궁금한게있습니다,권태기는 노답이네,0
그냥 다 포기하려구,그냥 보고싶다,0
흡입했더니 졸려,폭풍 먹방했더니 졸려,1
그냥 궁금해,그냥 만남과 헤어짐의 연속,0
오늘 짝남 만나는데 옷이 없다.,오늘 짝남 만나는데 뭐 입지.,1
하우스웨딩도 괜찮은 거 같아,하우스웨딩 하고싶다,1
사랑할수록 나만 손해인 거 같은 느낌이야,좋아할수록 나만 손해인 거 같은 느낌이야,1
이혼을 앞둔 부부밥상,"인과응보, 속이 다 시원해",0
내가 나쁜놈인가.,내가 멍청한건가,0
이사 가야 할 것 같아,이사가야돼,1
다시 우울.,다시 차단해야만 하는군,0
좋아하는 사람이 쓰레기면 어떻게 할꺼야?,좋아하는 사람이 인기는 많은데 여친이 없어. 왜 그럴까?,0
바라는게 없어,그냥 이렇게 살고 싶어,1
5년 만났는데 매일 보고 싶어,5년 만났어,1
내가 만난 최악의 여자,내가 얼마나 찾아야 할까.,0
입장이 바뀐 상태에서 오랜만에 와보내,잊기가 너무 힘드네,0
나만 좋아하는 것 같아 자존감 떨어져.,나이가 많이 차이 나는 연애 어떻게 생각해?,0
연락 하지 말라고,연락 좀 안 왔으면 좋겠어,1
신혼인데 남편이랑 자주 부딪혀,신혼인데 남편이랑 자주 부딪혀,1
좋아하는 사람한테 도와달라고 해볼까?,좋아하는 사람한테 선톡하려고 하는데.,0
짝녀가 날 너무 친구로 생각해.,짝녀가 날 너무 친구로 생각해.,1
돈 모으는 재미가 있네.,돈 모으는 재미,1
나랑 있는게 힘들었나봐,혼자가 편하대,1
독학하려니까 힘들어,학원 안 다니고 독학하는데 힘들어,1
결정적인 물증이 없어,심증은 있는데 물증이 없네,1
날 버려달라고,날씨가 좋아서 좋긴한데 또 싫네,0
생각해주는 척만 한거였어,생각해주는 척하더니 더한 사람이었어,1
진짜 인간적으로 카톡으로 이별통보,진짜 헤어졌네 결국,0
길이 얼었어,도로가 얼었어,1
8년 연애끝의 이별.,"9년연예,8년동거. 결국 헤어짐. 정말",0
사랑이 다가왔어,사랑이 왔어,1
친한 친구가 저를 좋아하는 것 같아요.,친한 친구가 저를 좋아하는 것 같아요.,1
카톡 상메에 아직도 누구 좋아한다는 티 내는 법 좀.,카톡 상메에 누구 좋아한다고 티 내는 법 좀.,1
남자친구가 술만 마시면 연락이 안돼.,남자친구가 술 먹으러 가기만 하면 연락이 안돼.,1
상사한테 또 혼남,상사한테 또 깨졌어,1
취업 준비 기간이 길어진다,취업 못하는 기간이 길어진다,1
또 한번의 무너짐,또다시 찾아오는 밤,0
권태기 이별,그 모습 자꾸 생각나,0
좋아하는 남자애랑 같은 반이 됐는데 너무 떨려.,좋아하는 남자한테 여친이 있는데 헤어졌으면 좋겠어.,0
처음 집근처에서 연애와 헤어짐,첫사랑 부모님 반대로 이별했습니다.,0
좋아하는 사람 때문에 공부를 못하겠어.,좋아하는 사람 때문에 공부가 안 돼.,1
클럽에서 만난 남자친구와 오래 갈 수 있을까?,클럽에서 만난 남자친구와 오래 갈 수 있을까?,1
반갑습니다.,반가워,1
짝녀 연락 끊긴지 꽤 됐는데 연락해도 될까요?,짝녀 연락 끊긴지 꽤 됐는데 연락해도 될까요?,1
짝녀가 너무 이뻐서 찝적대는 사람이 너무 많아.,짝녀가 너무 이뻐서 찝적대는 사람이 너무 많아.,1
나 그대로를 사랑해줄 사람 있나,나 사랑하는 사람 생겼어,0
짝남이랑 끝났는데 그래도 매일 볼 수 있어서 좋아.,짝남이 좋아하는 사람이 있대요.,0
손 얼것 같음,손 얼겠다,1
내 이름이 없어,내가 나에게 해주고 싶은 말,0
안될거 같아,아무리 해도 안돼,1
전부 가시밭길 같아,내 인생은 가시밭길 같아,1
나 좋아하는 애 생겼나봐.,좀 좋아하는 애가 있어,1
사랑없이 결혼한 케이스 있어?,사랑타령 그만하고 결혼하고 싶다.,0
같은 회사에 좋아하는 여자가 생겼어,같이 일하는 사람에게 어떻게 연락을 시작할까?,0
잠 못자고 있네,한참 뒤척거리다 잠들어,1
남자친구가 너무 바쁘다면 헤어지는게 맞는걸까?,남자친구가 자꾸 바쁜 척하면 헤어지는게 맞는걸까?,1
나만 설레는 거야,나만 설레나,1
맞지 않더라도 대화로 잘맞아갈수 있을까?,조금씩 대화로 잘 맞을까?,1
모태솔로인데 어떻게 시작해?,연애 처음인데 어떻게 시작해?,1
물건 사는것도 힘드네,쇼핑했더니 힘드네,1
남편복 있다는 의미가 뭐야?,남편복 있다는 말이 무슨 뜻이야?,1
다 내려놓고. 오늘부터 연락 끊었네.,다 정리된 상태에서 헤어지면 후폭풍 없나?,0
